NUM TDA,NOMBRE DE TDA,CADENA,FORMATO,MUNICIPIO/CIUDAD,ESTADO,DIVISION,DEPOSITO / DISTRIBUIDOR,ESTRUCTURA,GRADO
2809,Defiant Orange LunchHall,proveedor_2,AllInOne,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2810,Singing Silver Market,proveedor_2,AllInOne,Great Beige River,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
2811,Bad Burgundy Cafe,proveedor_2,SmallShop,Tall Pink Peak,Egusgul,CENTRO,Rusthomar Empire,FORANEO,IV
2812,Funny Beige GipsyTrade,proveedor_2,SmallShop,Singing Chartreuse Ship,Thrilvallor,CENTRO,Naargul Inc.,DISTRIBUIDORES,IV
2814,Evil Coral Deli,proveedor_2,SmallShop,Enlightened Lime Tower,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
2815,Defiant Dark Bank,proveedor_2,SmallShop,Great Green Bay,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
2816,Awesome Lavender AllInOne,proveedor_2,SmallShop,Evil Blue Valley,Lorgornna,SUROESTE,Arthotho Industrail,DISTRIBUIDORES,VI
2817,Last Lemon Leftorium,proveedor_2,SmallShop,Horrible Sea Green Bay,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
2818,Angry Azure TallMarket,proveedor_2,Grocery,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2819,Little Burgundy SmallShop,proveedor_2,Grocery,Angry Indigo Applepie,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2822,Young Magenta TinyShop,proveedor_2,Grocery,Rare Lemon Key,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2823,Bizarre Blue Leftorium,proveedor_2,SmallShop,Dead Chocolate ,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2824,Impressive Lime Market,proveedor_2,SmallShop,Tall Green Shop,Lorgornco,CENTRO,Rusbarar Industrail,DISTRIBUIDORES,IV
2825,Defiant Maroon Florist,proveedor_2,SmallShop,Singing Cyan Mud,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
2826,Dull Grey SmallShop,proveedor_2,SmallShop,Impressive Orchid Beach,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
2828,Small Fuchsia Cafe,proveedor_2,SmallShop,Defiant Orchid Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
2829,Bloody Lime GipsyTrade,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2830,Big Pink TallMarket,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2832,Dirty Yellow SmallShop,proveedor_2,Grocery,Rare Lemon Key,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2833,Horrible Silver Shop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2834,Alive Azure GipsyTrade,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2836,Long Grey SmallShop,proveedor_2,Grocery,Funny Salmon Vessel,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2839,Legendary Brown BigCenter,proveedor_2,Leftorium,Bizarre White Shop,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
2840,Awesome Pink Market,proveedor_2,Leftorium,First Blue Rock,Mamoval,PENÍNSULA,Alfthrilal Vocals,FORANEO,VI
2841, Magenta GipsyTrade,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Marvitrus Ifonforge Industries,METRO,V
2842,Dead Green Baker,proveedor_2,Grocery,Long Lavender Butter,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
2844, Turquoise Tobacconist,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
2845,Tiny Violet Bank,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2849,New Sky Blue Bank,proveedor_2,Grocery,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
2853,Interesting White Laundrette,proveedor_2,Grocery,Funny Grey Jungle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2854,Bloody Maroon Laundrette,proveedor_2,Grocery,Funny Salmon Vessel,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2855,Empty Fuchsia Cafe,proveedor_2,Grocery,Funny Grey Jungle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2856,Rare Purple Leftorium,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2857,Small Sea Green AllInOne,proveedor_2,Grocery,Funny Grey Jungle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2858,Dirty Dark AllInOne,proveedor_2,BigCom,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2861,High Chartreuse Leftorium,proveedor_2,Grocery,Big Violet Baton,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2862,First Olive HairDresser,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2863,Bad Lavender Baker,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2864,Clean Dark Convenience,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2869,High Salmon Tobacconist,proveedor_2,AllInOne,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
2871,Bad Green Mall,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
2873,Impressive Indigo AllInOne,proveedor_2,AllInOne,Tall Dark Waters,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2875,Defiant Lemon Butcher,proveedor_2,SmallShop,Interesting Fuchsia Comet,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
2876,Clean Dark TallMarket,proveedor_2,SmallShop,Legendary Orchid Town,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
2877,Old Green GipsyTrade,proveedor_2,SmallShop,Dead Azure Tower,Mobartho,PENÍNSULA,Valarar Toughworks,FORANEO,VI
2878,Alive Purple BigCenter,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilvitar Industrail,METRO,V
2882,Awful Aqua TallMarket,proveedor_2,Grocery,Funny Salmon Vessel,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2883,Tall Chocolate Deli,proveedor_2,Grocery,Interesting Magenta Soil,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2884,High Dark Butcher,proveedor_2,Grocery,Funny Grey Jungle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2885,Big Purple Chemist,proveedor_2,Grocery,Little Silver Polis,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2886, Dark TallMarket,proveedor_2,Grocery,Bloody Chartreuse Ball,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2889,Angry Lavender GipsyTrade,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Thrilthoal Empire,METRO,V
2893,Long Lime GreatShop,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
2895,Funny Salmon Butcher,proveedor_2,GipsyTrade,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
2899,Little Purple Cafe,proveedor_2,AllInOne,Alive Blue Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2900,Impressive Aqua Tobacconist,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2901,Clean Dark Grocery,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2902,Great Fuchsia TinyShop,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2903,Old Red HighShop,proveedor_2,Grocery,Horrible Purple Tree,Lorgulgus,CENTRO-SUR,Gorngusco Toughworks,FORANEO,IV
2904,Interesting Orange Stationer,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2906,Little Pink LunchHall,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2907,Short Sky Blue Jeweller,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2910, Chocolate Grocery,proveedor_2,AllInOne,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
2912,Tiny Sky Blue Stationer,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
2913,Great Sky Blue Fishmonger,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
2914,Defiant Olive Butcher,proveedor_2,Grocery,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
2915,Long Pink Chemist,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2916,Enlightened Maroon HairDresser,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2917,Old Green GipsyTrade,proveedor_2,Grocery,Young Blue Beach,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
2918,Bad Lavender GipsyTrade,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2919,Funny Black Fishmonger,proveedor_2,AllInOne,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2920,Last Lime Laundrette,proveedor_2,AllInOne,Young Blue Beach,Gulvitval,NORESTE,Thrilmamad Vocals,FORANEO,II
2922,Dirty Aqua Tobacconist,proveedor_2,AllInOne,Young Beige Ledge,Lorgornco,CENTRO,Bariolor Industrail,DISTRIBUIDORES,IV
2924,Massive Coral BookShop,proveedor_2,SmallShop,Horrible Purple Valley,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2925,Bizarre Magenta GipsyTrade,proveedor_2,SmallShop,Awesome Lemon Valley,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2926,First Magenta TinyShop,proveedor_2,SmallShop,High Navy Dirt,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
2927,Empty Pink Stationer,proveedor_2,SmallShop,Angry Grey Key,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2928,High Blue Center,proveedor_2,SmallShop,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2929,Dirty Aquamarine Deli,proveedor_2,SmallShop,Old Crimson Burgo,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
2932,Tall Cyan AllInOne,proveedor_2,AllInOne,Bizarre White Shop,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
2933,Awful Green Deli,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2934,Old Indigo BigCom,proveedor_2,Grocery, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2935,Singing Yellow Grocery,proveedor_2,Grocery,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
2936,New Black GreatShop,proveedor_2,Grocery,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2938,Dull Red TallMarket,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2939,Legendary Golden Shop,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2940,Clean Sky Blue Tobacconist,proveedor_2,Grocery,First Salmon Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
2941,First Chartreuse Tobacconist,proveedor_2,Grocery,Legendary Orange Dirt,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
2942,Old Olive GipsyTrade,proveedor_2,Grocery,Dangerous Chocolate Beach,Lorgornco,CENTRO,Bariolor Industrail,DISTRIBUIDORES,IV
2945,Angry Fuchsia Baker,proveedor_2,AllInOne,Little White Jungle,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
2946,Old Brown Mall,proveedor_2,Leftorium,Massive Turquoise Rock,Lorvalmo,BAJÍO,Argule Ifonforge Industries,FORANEO,IV
2947,High Dark BigCom,proveedor_2,Leftorium,Long Cyan Dirt,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2948,New Orchid BigCenter,proveedor_2,AllInOne,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
2951,Alive Azure Center,proveedor_2,AllInOne,Rare Orange Applepie,Coalmar,SURESTE,Eioval Aerospace,FORANEO,VI
2952,Interesting Pink Grocery,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Rusthomar Empire,FORANEO,IV
2953, Black Grocery,proveedor_2,AllInOne,Last Sky Blue Baton,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2955,Great Red BookShop,proveedor_2,SmallShop,Young Salmon Stone,Alfrusma,OCCIDENTE,Lorgulbar Inc.,DISTRIBUIDORES,III
2956,Clean Silver CoffeShop,proveedor_2,AllInOne,Enlightened Dark Comet,Lorthogul,BAJÍO,Rodgullor Ifonforge Industries,DISTRIBUIDORES,II
2958,Last Lavender GreatShop,proveedor_2,SmallShop,Short Black Comet,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2961,Tiny Sky Blue Cafe,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2963,First Sea Green Grocery,proveedor_2,Grocery,Clean Chartreuse Valley,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2964,Tiny Orange SmallShop,proveedor_2,Grocery,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
2967,Bloody Lemon Grocery,proveedor_2,Grocery,Evil Pink Vessel,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
2968,Impressive Lavender Jeweller,proveedor_2,Grocery,Evil Pink Vessel,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
2969,Big Silver Grocery,proveedor_2,Grocery,Evil Pink Vessel,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
2970,Dirty Lemon Center,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2971,Dull Sky Blue Bank,proveedor_2,Grocery,Bloody Sea Green ,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2972,Old Fuchsia Florist,proveedor_2,Grocery,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2973,Kicking Golden Jeweller,proveedor_2,Grocery,Bloody Sea Green ,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
2975,Horrible Khaki Chemist,proveedor_2,Grocery,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
2976,Bloody Violet Laundrette,proveedor_2,Grocery,Awesome Beige Waters,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
2977,Dirty Salmon Baker,proveedor_2,SmallShop,Bad Cyan Capital,Rodbare,METRO-NORTE,Thrilarbar Toughworks,METRO,VI
2979,Massive Lavender Center,proveedor_2,Grocery,Funny Magenta Tree,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
2980,Clean Turquoise Grocery,proveedor_2,Grocery,Young Aquamarine Waters,Alfthrilmad,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,II
2981,Evil Dark Cafe,proveedor_2,Grocery,Empty Chartreuse Butter,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
2982,Dirty Lavender Baker,proveedor_2,SmallShop,High Blue Soil,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
2984,First White HairDresser,proveedor_2,Grocery,Funny Chartreuse City,Alloralf,METRO-SUR,Rusrusmo Toughworks,METRO,IV
2985,Dead Orchid Butcher,proveedor_2,Grocery,Massive Blue Jungle,Alloralf,METRO-NORTE,Ioarco Corp.,METRO,IV
2989,Bloody Khaki Butcher,proveedor_2,Leftorium,Legendary Orange Dirt,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
2993,Funny Azure BookShop,proveedor_2,AllInOne, Purple Creek,Thrilvallor,CENTRO,Vitena Vocals,FORANEO,IV
2994,Awesome Salmon Chemist,proveedor_2,AllInOne,Evil Azure Metropolis,Erodmo,BAJÍO,Rusloralf Inc.,DISTRIBUIDORES,III
2996,Old Indigo BigCom,proveedor_2,AllInOne,Dead Orchid Stone,Alfthrilmad,NOROESTE,Argullor Ifonforge Industries,FORANEO,II
2999,Tall Olive Leftorium,proveedor_2,AllInOne,Bloody Chartreuse Ball,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3000,Funny Navy Shop,proveedor_2,AllInOne,Angry Salmon Baton,Lorgulgus,CENTRO-SUR,Rusrusma Gmbh,DISTRIBUIDORES,IV
3001,Dead White Laundrette,proveedor_2,AllInOne,Kicking Crimson Key,Coalmar,SURESTE,Arbarrus Gmbh,DISTRIBUIDORES,VI
3002,Old Orchid TinyShop,proveedor_2,AllInOne,Rare Navy Dirt,Rodbare,SUROESTE,Thoiomad Vocals,DISTRIBUIDORES,VI
3004, Purple Shop,proveedor_2,AllInOne,Last Yellow Rock,Thrilvallor,CENTRO,Valalfco Corp.,DISTRIBUIDORES,IV
3005,Defiant Fuchsia Baker,proveedor_2,Leftorium,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3008,Empty Lime Fishmonger,proveedor_2,SmallShop,Bad Orange Metropolis,Coalmar,SURESTE,Mogulval Corp.,DISTRIBUIDORES,VI
3009,Impressive Purple SuperMarket,proveedor_2,SmallShop,Clean Sky Blue Butter,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
3013,Dangerous Coral Mall,proveedor_2,SmallShop,Great Aqua Butter,Coalmar,SURESTE,Gorngornco Ifonforge Industries,DISTRIBUIDORES,VI
3014,Little Chartreuse Chemist,proveedor_2,Leftorium,Tall Indigo Capital,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
3015,Great Burgundy HighShop,proveedor_2,Leftorium,Dangerous Orchid Metropolis,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
3016,Young Dark Laundrette,proveedor_2,Leftorium,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
3018,Young Indigo Market,proveedor_2,AllInOne,Legendary Maroon River,Gulvitval,NOROESTE,Lorealf Industrail,FORANEO,II
3019,Enlightened Chartreuse Market,proveedor_2,AllInOne,Last White Valley,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
3020,Legendary White BigCom,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3021,Young Black Laundrette,proveedor_2,SmallShop,Kicking Orange Polis,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
3022,Kicking Sky Blue Grocery,proveedor_2,AllInOne,Awesome Salmon Capital,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
3023,Awesome Red HighShop,proveedor_2,AllInOne,Old Dark ,Lorgornna,SUROESTE,Arthotho Industrail,DISTRIBUIDORES,VI
3025,Horrible Silver Convenience,proveedor_2,GipsyTrade,Enlightened Dark Empire,Magornmar,METRO-NORTE,Emolor Vocals,METRO,V
3026,Short Azure AllInOne,proveedor_2,AllInOne,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3030,Clean Black Chemist,proveedor_2,Leftorium,Alive Blue Baton,Momamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
3031,First White Shop,proveedor_2,Leftorium,First Coral Jungle,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
3033,Impressive White AllInOne,proveedor_2,Leftorium,Impressive Orchid Soil,Madgulrus,NOROESTE,Lorvalval Inc.,FORANEO,II
3034,Dull Sky Blue Baker,proveedor_2,GipsyTrade,Evil Navy River,Alloralf,METRO-NORTE,Emolor Vocals,METRO,IV
3035,Awesome Yellow Bank,proveedor_2,GipsyTrade,Kicking Red ,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
3038,Long Navy Market,proveedor_2,AllInOne,High Purple Stone,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
3039,Awful Azure Mall,proveedor_2,AllInOne,Bad Turquoise Capital,Erodmo,BAJÍO,Lorrodthril Corp.,FORANEO,III
3040,Massive Lime SmallShop,proveedor_2,AllInOne,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
3041,Bizarre Indigo TinyShop,proveedor_2,AllInOne,Evil Pink Vessel,Coalmar,SURESTE,Valrodgus Vocals,DISTRIBUIDORES,VI
3042,Tiny Sky Blue TinyShop,proveedor_2,AllInOne,High Chartreuse Empire,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3043, Blue Convenience,proveedor_2,AllInOne,Alive Navy Ledge,Alloralf,CENTRO,Elortho Aerospace,FORANEO,IV
3046,Young Lime TallMarket,proveedor_2,SmallShop,Empty Yellow Tower,Alfrusma,OCCIDENTE,Barmadmo Gmbh,DISTRIBUIDORES,III
3047,Big Grey HighShop,proveedor_2,SmallShop,Awesome Chartreuse Dirt,Alloralf,CENTRO,Bariolor Industrail,DISTRIBUIDORES,IV
3048,Long Lavender HighShop,proveedor_2,SmallShop,Awesome Fuchsia ,Lorthogul,OCCIDENTE,Arthona Vocals,FORANEO,II
3049,Singing Orange BigCom,proveedor_2,SmallShop,Bloody Magenta Mud,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
3050,Horrible Silver Stationer,proveedor_2,SmallShop,Bizarre Silver Comet,Lorgornco,CENTRO,Bariolor Industrail,DISTRIBUIDORES,IV
3051,Small Golden Cafe,proveedor_2,Leftorium,Empty Chartreuse Butter,Barthovit,NORESTE,Thrilmamad Vocals,FORANEO,II
3053,Awesome Burgundy Butcher,proveedor_2,GipsyTrade,Great Golden Applepie,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
3054, Yellow BookShop,proveedor_2,GipsyTrade,Old Sea Green Soil,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3056,Last Coral Chemist,proveedor_2,AllInOne,Young Chocolate Burgo,Marcotho,BAJÍO,Marodio Vocals,FORANEO,III
3061,Great Sea Green TallMarket,proveedor_2,Leftorium,Awful Sea Green Bay,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
3065,Alive Lime Convenience,proveedor_2,AllInOne,Tiny Indigo Tree,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3066,Dead Indigo CoffeShop,proveedor_2,AllInOne,Defiant Violet Beach,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3067,Funny Red Stationer,proveedor_2,AllInOne,Little Chartreuse Barrier,Lorgornna,SUROESTE,Gulrodlor Industrail,DISTRIBUIDORES,VI
3068,Little Navy Laundrette,proveedor_2,AllInOne,Last Silver Jungle,Eemar,BAJÍO,Lormarmad Corp.,FORANEO,II
3069,Legendary Turquoise HighShop,proveedor_2,Leftorium,Little Turquoise River,Armamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
3071,Bad Purple Florist,proveedor_2,Leftorium,Tall Indigo Capital,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
3072,Old Red HighShop,proveedor_2,AllInOne,Last White Valley,Valargorn,NOROESTE,Lorealf Industrail,FORANEO,II
3073,Kicking Brown Laundrette,proveedor_2,AllInOne,Awesome Blue City,Thogulgul,SURESTE,Malormad Corp.,FORANEO,II
3074,Little Black GreatShop,proveedor_2,AllInOne,Evil White Baton,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3078,Enlightened Sea Green Chemist,proveedor_2,AllInOne,Big Indigo Burgo,Gulvitval,NOROESTE,Lorealf Industrail,FORANEO,II
3083,Massive Burgundy Butcher,proveedor_2,AllInOne,Young Chocolate Ledge,Gulvitval,NORESTE,Barrusgul Corp.,FORANEO,II
3084,Long Lavender Bank,proveedor_2,SmallShop,Legendary Burgundy Applepie,Arrodio,SURESTE,Mararna Industrail,DISTRIBUIDORES,VI
3085,Awful Lime Deli,proveedor_2,SmallShop,Bloody Fuchsia Butter,Lorthogul,NORESTE,Barrusgul Corp.,FORANEO,II
3088,Last Maroon Laundrette,proveedor_2,SmallShop,Interesting Navy Butter,Alfrusma,OCCIDENTE,Barcorus Vocals,DISTRIBUIDORES,III
3089,First Coral HairDresser,proveedor_2,SmallShop,Old Aquamarine Shop,Lorgornco,CENTRO,Vitgusmad Industrail,DISTRIBUIDORES,IV
3091,Empty Lime Stationer,proveedor_2,Leftorium,Massive Red Hole,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
3098,Dead Burgundy Shop,proveedor_2,AllInOne,Long Chocolate Barrier,Alloralf,CENTRO,Movitalf Empire,DISTRIBUIDORES,IV
3099,Old Lemon Laundrette,proveedor_2,AllInOne,Enlightened Violet Capital,Namobar,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
3100,Clean Grey Jeweller,proveedor_2,AllInOne,Interesting Maroon Capital,Emarrus,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
3102,Awful Grey Baker,proveedor_2,AllInOne,High Indigo Bay,Armamo,NOROESTE,Rusbargus Ifonforge Industries,FORANEO,I
3103,Empty Indigo GreatShop,proveedor_2,AllInOne,Interesting Silver Rock,Thogulgul,NORESTE,Thrilmamad Vocals,FORANEO,II
3104,Awful Aquamarine Butcher,proveedor_2,Grocery,Evil Chocolate Rock,Alloralf,METRO-NORTE,Thrilvallor Corp.,METRO,IV
3105,Old Chartreuse Convenience,proveedor_2,Grocery,Angry Navy Empire,Alloralf,METRO-NORTE,Lorthogus Toughworks,METRO,IV
3106,High Maroon GipsyTrade,proveedor_2,Grocery,Enlightened Dark Empire,Magornmar,METRO-SUR,Ioalfio Ifonforge Industries,METRO,V
3109,Evil Sea Green Grocery,proveedor_2,SmallShop,Awful Khaki Star,Egusco,PENÍNSULA,Valalar Aerospace,FORANEO,VI
3111,Old Lime Market,proveedor_2,Grocery,Old Sea Green Soil,Nabargus,OCCIDENTE,Arthona Vocals,FORANEO,III
3112,Dirty Orange Shop,proveedor_2,Grocery,Funny Grey Jungle,Barthovit,NORESTE,Barrusgul Corp.,FORANEO,II
3113,Enlightened Magenta Shop,proveedor_2,Leftorium,Massive Pink Ledge,Nabargus,OCCIDENTE,Colorvit Ifonforge Industries,FORANEO,III
